"","ESTU_GENERO","FAMI_ESTRATOVIVIENDA","FAMI_PERSONASHOGAR","FAMI_CUARTOSHOGAR","FAMI_TIENEINTERNET","FAMI_NUMLIBROS","ESTU_DEDICACIONINTERNET","ESTU_DEDICACIONLECTURADIARIA","COLE_NATURALEZA","COLE_GENERO","COLE_AREA_UBICACION","PUNT_LECTURA_CRITICA","PUNT_MATEMATICAS","PUNT_C_NATURALES","PUNT_INGLES","PUNT_GLOBAL"
"3659","M","Estrato 6","3 a 4","Cinco","Si","11 A 25 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",70,65,68,81,340
"3660","F","Estrato 6","3 a 4","Cinco","Si","MÁS DE 100 LIBROS","Entre 30 y 60 minutos","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",58,64,60,81,314
"3661","F","Estrato 6","3 a 4","Dos","Si","MÁS DE 100 LIBROS","Más de 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","RURAL",68,71,62,86,352
"3662","F","Estrato 6","3 a 4","Cuatro","Si","MÁS DE 100 LIBROS","Más de 3 horas","Más de 2 horas","NO OFICIAL","MIXTO","URBANO",64,75,74,84,358
"3663","F","Estrato 6","3 a 4","Tres","Si","26 A 100 LIBROS","30 minutos o menos","30 minutos o menos","NO OFICIAL","MIXTO","RURAL",63,61,48,78,286
"3664","M","Estrato 6","3 a 4","Tres","Si","11 A 25 LIBROS","No Navega Internet","Más de 2 horas","NO OFICIAL","MIXTO","URBANO",55,44,57,56,256
"3665","M","Estrato 6","3 a 4","Cuatro","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","RURAL",69,73,73,74,361
"3666","F","Estrato 6","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","FEMENINO","URBANO",75,71,62,86,347
"3667","M","Estrato 6","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Más de 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",66,66,65,85,341
"3668","M","Estrato 6","3 a 4","Dos","Si","26 A 100 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",65,70,73,86,355
"3669","F","Estrato 6","1 a 2","Cuatro","Si","11 A 25 LIBROS","Entre 1 y 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","RURAL",66,54,62,82,306
"3670","F","Estrato 6","3 a 4","Cuatro","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",64,44,46,81,279
"3671","M","Estrato 6","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",69,76,70,75,351
"3672","F","Estrato 6","3 a 4","Uno","Si","MÁS DE 100 LIBROS","Entre 30 y 60 minutos","Más de 2 horas","NO OFICIAL","MIXTO","URBANO",62,74,64,80,330
"3673","F","Estrato 6","3 a 4","Tres","Si","26 A 100 LIBROS","Más de 3 horas","Entre 30 y 60 minutos","NO OFICIAL","FEMENINO","URBANO",72,72,78,88,372
"3674","M","Estrato 6","5 a 6","Dos","Si","26 A 100 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","RURAL",55,63,52,64,288
"3675","F","Estrato 6","3 a 4","Cuatro","Si","26 A 100 LIBROS","Más de 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",48,46,52,66,254
"3676","M","Estrato 6","3 a 4",NA,"Si","MÁS DE 100 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",55,60,56,80,281
"3677","F","Estrato 6","3 a 4","Dos","Si","0 A 10 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","RURAL",72,79,77,87,387
"3678","F","Estrato 6","3 a 4","Tres","Si","11 A 25 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",65,62,64,100,328
"3679","F","Estrato 6","3 a 4","Tres","Si","26 A 100 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",68,72,63,87,337
"3680","M","Estrato 6","3 a 4","Tres","Si","11 A 25 LIBROS","Entre 30 y 60 minutos","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",67,67,64,73,337
"3681","F","Estrato 6","3 a 4","Dos","Si","11 A 25 LIBROS","Entre 1 y 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","RURAL",54,56,55,74,277
"3682","F","Estrato 6","5 a 6","Seis o mas","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",67,73,73,83,350
"3683","F","Estrato 6","1 a 2","Dos","Si","26 A 100 LIBROS","Entre 1 y 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","RURAL",71,64,68,71,339
"3684","F","Estrato 6","3 a 4","Tres","Si","26 A 100 LIBROS","Entre 1 y 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",71,72,55,85,329
"3685","M","Estrato 6","3 a 4","Tres","Si","26 A 100 LIBROS","30 minutos o menos","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",60,71,58,70,319
"3686","M","Estrato 6","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",70,75,73,74,361
"3687","M","Estrato 6","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 30 y 60 minutos","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",63,65,64,78,321
"3688","M","Estrato 6","5 a 6","Cuatro","Si","11 A 25 LIBROS","30 minutos o menos","30 minutos o menos","NO OFICIAL","MIXTO","RURAL",76,77,70,85,372
"3689","F","Estrato 6","3 a 4","Dos","Si","MÁS DE 100 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",57,61,63,76,304
"3690","F","Estrato 6","3 a 4","Tres","Si","11 A 25 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","FEMENINO","URBANO",67,66,60,79,313
"3691","F","Estrato 6","3 a 4","Tres","Si","11 A 25 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","RURAL",51,64,56,82,284
"3692","M","Estrato 6","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",62,27,40,86,248
"3693","M","Estrato 6","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",71,76,73,91,379
"3694","F","Estrato 6",NA,NA,"Si","11 A 25 LIBROS","Entre 1 y 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",65,73,71,81,352
"3695","F","Estrato 6","5 a 6","Cinco","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","No leo por entretenimiento","NO OFICIAL","FEMENINO","URBANO",66,70,69,78,343
"3696","M","Estrato 6","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Más de 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",68,70,74,84,354
"3697","F","Estrato 6","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","Más de 2 horas","NO OFICIAL","MIXTO","RURAL",78,80,100,88,428
"3698","F","Estrato 6","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","RURAL",71,74,72,84,362
"3699","F","Estrato 6","5 a 6","Cuatro","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","RURAL",66,80,72,90,374
"3700","M","Estrato 6","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",59,69,72,80,328
"3701","M","Estrato 6","3 a 4","Tres","Si","26 A 100 LIBROS","Entre 1 y 3 horas","Más de 2 horas","NO OFICIAL","MIXTO","URBANO",70,57,71,82,340
"3702","M","Estrato 6","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 30 y 60 minutos","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",66,80,70,83,365
"3703","F","Estrato 6","3 a 4","Dos","Si","26 A 100 LIBROS","Más de 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",71,69,67,67,337
"3704","F","Estrato 6","3 a 4","Uno","Si","26 A 100 LIBROS","30 minutos o menos","Entre 1 y 2 horas","NO OFICIAL","FEMENINO","URBANO",66,64,63,74,333
"3705","M","Estrato 6","3 a 4","Tres","Si","26 A 100 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","RURAL",64,71,100,84,392
"3706","F","Estrato 6","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",72,77,69,84,361
"3707","M","Estrato 6","7 a 8","Seis o mas","Si","11 A 25 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",67,69,68,81,346
"3708","M","Estrato 6","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",67,78,71,83,357
"3709","M","Estrato 6","5 a 6","Seis o mas","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","RURAL",57,72,67,70,321
"3710","F","Estrato 6","5 a 6","Cinco","Si","26 A 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","FEMENINO","URBANO",69,75,70,86,363
"3711","F","Estrato 6","5 a 6","Cuatro","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","FEMENINO","URBANO",69,65,63,88,327
"3712","M","Estrato 6","5 a 6","Cuatro","Si","MÁS DE 100 LIBROS","Entre 30 y 60 minutos","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",67,64,62,67,329
"3713","M","Estrato 6","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",70,77,73,86,371
"3714","F","Estrato 6","5 a 6","Cuatro","Si","11 A 25 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",64,61,53,76,313
"3715","F","Estrato 6","5 a 6","Cuatro","No","MÁS DE 100 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",72,71,75,80,357
"3716","M","Estrato 6","3 a 4","Tres","Si","26 A 100 LIBROS","Más de 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",68,66,54,69,318
"3717","M","Estrato 6","5 a 6","Cuatro","Si","26 A 100 LIBROS","Entre 30 y 60 minutos","No leo por entretenimiento","NO OFICIAL","MASCULINO","RURAL",61,58,62,62,302
"3718","M","Estrato 6","5 a 6","Cinco","Si","26 A 100 LIBROS","Entre 30 y 60 minutos","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",83,80,75,83,395
"3719","F","Estrato 6","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Más de 3 horas","Entre 1 y 2 horas","NO OFICIAL","FEMENINO","URBANO",72,72,71,77,368
"3720","F","Estrato 6","3 a 4","Tres","Si","26 A 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","RURAL",80,80,74,88,393
"3721","M","Estrato 6","1 a 2","Uno","Si","26 A 100 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","RURAL",64,66,72,85,348
"3722","M","Estrato 6","5 a 6","Cuatro","Si","26 A 100 LIBROS","Entre 1 y 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",72,70,67,79,353
"3723","M","Estrato 6","5 a 6","Cuatro","Si","MÁS DE 100 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",77,75,74,86,384
"3724","F","Estrato 6","3 a 4","Cuatro","Si","MÁS DE 100 LIBROS","Más de 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",73,69,69,89,363
"3725","M","Estrato 6","5 a 6","Cuatro","Si","MÁS DE 100 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",67,78,74,85,353
"3726","M","Estrato 6","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 30 y 60 minutos","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",64,65,64,100,336
"3727","F","Estrato 6","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","RURAL",79,74,71,84,380
"3728","F","Estrato 6","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","RURAL",63,73,63,72,337
"3729","F","Estrato 6","3 a 4","Cinco","Si","11 A 25 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","FEMENINO","URBANO",72,80,70,91,378
"3730","F","Estrato 6","3 a 4","Cuatro","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",56,57,57,68,283
"3731","M","Estrato 6","3 a 4","Tres","Si","26 A 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","RURAL",56,69,61,76,314
"3732","M","Estrato 6","3 a 4","Tres","Si","26 A 100 LIBROS","30 minutos o menos","No leo por entretenimiento","NO OFICIAL","MASCULINO","URBANO",67,72,70,75,351
"3733","F","Estrato 6","5 a 6","Cuatro","Si","MÁS DE 100 LIBROS","Más de 3 horas","Entre 1 y 2 horas","NO OFICIAL","FEMENINO","URBANO",70,72,72,81,365
"3734","M","Estrato 6","3 a 4","Cuatro","Si","0 A 10 LIBROS","Entre 30 y 60 minutos","No leo por entretenimiento","NO OFICIAL","MIXTO","RURAL",58,61,57,75,295
"3735","F","Estrato 6","5 a 6","Cuatro","Si","MÁS DE 100 LIBROS","Más de 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",69,71,77,85,363
"3736","M","Estrato 6","1 a 2","Dos","Si","26 A 100 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",76,71,66,73,353
"3737","F","Estrato 6","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Más de 3 horas","Más de 2 horas","NO OFICIAL","MIXTO","URBANO",77,85,100,86,424
"3738","M","Estrato 6","3 a 4","Dos","Si","MÁS DE 100 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",73,80,71,83,377
"3739","F","Estrato 6","3 a 4","Tres","Si","26 A 100 LIBROS","Entre 30 y 60 minutos","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",64,67,63,79,323
"3740","M","Estrato 6","3 a 4","Uno","Si","0 A 10 LIBROS","30 minutos o menos","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",62,66,49,47,285
"3741","F","Estrato 6","5 a 6","Cinco","Si","MÁS DE 100 LIBROS","30 minutos o menos","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","RURAL",78,80,100,85,419
"3742","M","Estrato 6","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",69,70,70,75,358
"3743","F","Estrato 6","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Más de 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",62,54,65,87,310
"3744","F","Estrato 6","5 a 6","Cuatro","Si","26 A 100 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",69,81,100,86,408
"3745","F","Estrato 6","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",74,70,70,87,358
"3746","F","Estrato 6","5 a 6","Cuatro","Si","11 A 25 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",68,64,59,77,325
"3747","F","Estrato 6","3 a 4","Tres","Si","26 A 100 LIBROS","Más de 3 horas","Entre 30 y 60 minutos","NO OFICIAL","FEMENINO","URBANO",54,59,55,81,283
"3748","M","Estrato 6","1 a 2","Dos","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","RURAL",72,75,74,73,367
"3749","F","Estrato 6","7 a 8","Cinco","Si","26 A 100 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","RURAL",64,62,50,71,294
"3750","F","Estrato 6","3 a 4","Tres","Si","11 A 25 LIBROS","30 minutos o menos","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",70,67,66,85,347
"3751","F","Estrato 6","3 a 4","Tres","Si","26 A 100 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","RURAL",57,65,54,76,291
"3752","F","Estrato 6","5 a 6","Cuatro","Si","11 A 25 LIBROS","Más de 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","RURAL",67,77,65,86,354
"3753","F","Estrato 6","5 a 6","Seis o mas","Si","26 A 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",75,70,66,86,353
"3754","F","Estrato 6","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","FEMENINO","URBANO",73,70,66,85,352
"3755","F","Estrato 6","1 a 2","Dos","Si","26 A 100 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",73,68,69,83,355
"3756","M","Estrato 6","3 a 4","Tres","Si","MÁS DE 100 LIBROS","30 minutos o menos","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",62,65,64,81,333
"3757","M","Estrato 6","5 a 6","Tres","Si","26 A 100 LIBROS","30 minutos o menos","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",69,100,73,87,405
"3758","M","Estrato 6","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",74,76,58,85,351
"3759","M","Estrato 6","3 a 4","Dos","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",62,68,66,68,322
"3760","F","Estrato 6","3 a 4","Cuatro","Si","26 A 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","RURAL",83,79,77,86,402
"3761","F","Estrato 6","3 a 4","Cuatro","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",68,79,71,87,359
"3762","M","Estrato 6","5 a 6","Cinco","Si","MÁS DE 100 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",55,54,42,63,248
"3763","F","Estrato 6","3 a 4","Cuatro","Si","11 A 25 LIBROS","Más de 3 horas","Entre 30 y 60 minutos","NO OFICIAL","FEMENINO","URBANO",50,66,58,80,294
"3764","F","Estrato 6","3 a 4","Tres","Si","26 A 100 LIBROS","Más de 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","RURAL",66,69,64,83,339
"3765","M","Estrato 6","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","RURAL",69,100,79,89,408
"3766","M","Estrato 6","3 a 4","Tres","Si","26 A 100 LIBROS","Entre 1 y 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","RURAL",57,61,57,77,295
"3767","F","Estrato 6","5 a 6","Cuatro","Si","0 A 10 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",72,69,70,84,358
"3768","F","Estrato 6","5 a 6","Tres","Si","26 A 100 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",55,66,58,71,312
"3769","M","Estrato 6","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",72,74,72,88,371
"3770","F","Estrato 6","3 a 4","Dos","Si","26 A 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",64,49,59,80,307
"3771","M","Estrato 6","1 a 2","Dos","Si","26 A 100 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","RURAL",64,70,71,77,346
"3772","F","Estrato 6","3 a 4","Tres","Si","26 A 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","RURAL",75,78,69,88,367
"3773","M","Estrato 6","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",69,76,68,82,364
"3774","F","Estrato 6","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","NO OFICIAL","FEMENINO","URBANO",67,71,67,80,341
"3775","F","Estrato 6","1 a 2","Tres","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","RURAL",57,56,57,66,286
"3776","M","Estrato 6","5 a 6","Seis o mas","Si","MÁS DE 100 LIBROS","30 minutos o menos","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",65,65,74,82,344
"3777","M","Estrato 6","3 a 4","Cuatro","Si","26 A 100 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",54,69,67,75,317
"3778","F","Estrato 6","5 a 6","Cinco","Si","26 A 100 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",71,68,66,85,344
"3779","F","Estrato 6","3 a 4","Tres","Si","26 A 100 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","FEMENINO","URBANO",64,63,63,82,323
"3780","F","Estrato 6","3 a 4","Cinco","Si","26 A 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",41,26,33,51,170
"3781","M","Estrato 6","3 a 4","Cuatro","Si","11 A 25 LIBROS","30 minutos o menos","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",44,51,49,53,237
"3782","F","Estrato 6","3 a 4","Tres","Si","26 A 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",73,74,76,72,375
"3783","F","Estrato 6","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","RURAL",72,68,69,88,355
"3784","F","Estrato 6","3 a 4","Dos","Si","26 A 100 LIBROS","Entre 1 y 3 horas","Entre 1 y 2 horas","NO OFICIAL","FEMENINO","URBANO",68,64,64,65,323
"3785","M","Estrato 6","5 a 6","Tres","Si","26 A 100 LIBROS","Entre 1 y 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",75,100,79,84,412
"3786","M","Estrato 6","5 a 6","Cuatro","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",77,75,69,87,372
"3787","F","Estrato 6","3 a 4","Tres","Si","MÁS DE 100 LIBROS","30 minutos o menos","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",83,100,77,88,422
"3788","F","Estrato 6","3 a 4","Tres","Si","26 A 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","FEMENINO","URBANO",58,72,68,75,317
"3789","F","Estrato 6","1 a 2","Dos","Si","MÁS DE 100 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","RURAL",58,69,66,83,316
"3790","M","Estrato 6","3 a 4","Tres","Si","26 A 100 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",77,84,78,91,403
"3791","M","Estrato 6","5 a 6","Cuatro","Si","MÁS DE 100 LIBROS","Entre 30 y 60 minutos","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",70,64,71,81,352
"3792","F","Estrato 6","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Más de 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",57,62,60,85,305
"3793","F","Estrato 6","5 a 6","Seis o mas","Si","MÁS DE 100 LIBROS","Más de 3 horas","Más de 2 horas","NO OFICIAL","MIXTO","URBANO",75,74,72,83,367
"3794","M","Estrato 6","1 a 2","Dos","Si","26 A 100 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",70,72,69,87,357
"3795","M","Estrato 6","3 a 4","Tres","Si","0 A 10 LIBROS","Entre 1 y 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",65,60,61,73,313
"3796","M","Estrato 6","3 a 4","Tres","Si","26 A 100 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",66,73,66,88,344
"3797","M","Estrato 6","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Más de 3 horas","Más de 2 horas","NO OFICIAL","MIXTO","URBANO",53,47,41,54,238
"3798","F","Estrato 6","3 a 4","Tres","Si","26 A 100 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",70,72,66,71,352
"3799","F","Estrato 6","1 a 2","Uno","Si","0 A 10 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",77,73,68,85,357
"3800","F","Estrato 6","3 a 4","Cuatro","Si","11 A 25 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",63,45,50,74,272
"3801","M","Estrato 6","3 a 4","Dos","Si","11 A 25 LIBROS","No Navega Internet","Entre 30 y 60 minutos","NO OFICIAL","MASCULINO","URBANO",69,73,57,65,334
"3802","M","Estrato 6","3 a 4","Dos","Si","MÁS DE 100 LIBROS","Entre 30 y 60 minutos","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",67,73,68,66,338
"3803","M","Estrato 6","1 a 2","Dos","Si","MÁS DE 100 LIBROS","Más de 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",45,58,48,74,247
"3804","M","Estrato 6","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MASCULINO","URBANO",73,76,71,87,372
"3805","M","Estrato 6","3 a 4","Cuatro","Si","MÁS DE 100 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","RURAL",71,78,70,85,368
